,uid,history,prob
16213,76649114,"锦绣南歌High, 重启之极海听雷High, 爱我就别想太多Medium, 奈何BOSS又如何High, 嘉人本色High, 无心法师3High, 完美关系High, 我在北京等你High, 将夜2High, 谁都渴望遇见你High, 欢乐喜剧人第六季High, 绝代双骄High, 三生三世枕上书High, 还没爱够High, 热血同行High, 蓬莱间High, 新世界High, 唐人街探案High, 梦回High, 鳄鱼与牙签鸟High, 我的机器人男友High, 热血少年High, 疯狂的外星人High, 绅探High, 听雪楼High",0.92
16214,76649754,"锦绣南歌High, 重启之极海听雷High, 爱我就别想太多Medium, 奈何BOSS又如何High, 嘉人本色High, 无心法师3High, 完美关系High, 我在北京等你High, 将夜2High, 谁都渴望遇见你High, 欢乐喜剧人第六季High, 绝代双骄High, 三生三世枕上书High, 还没爱够High, 热血同行High, 蓬莱间High, 新世界High, 唐人街探案High, 梦回High, 罪夜无间High, 我的机器人男友High, 热血少年High, 罗小黑战记High, 绅探High, 听雪楼High",0.92
16215,77035193,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何Medium, 嘉人本色High, 无心法师3High, 完美关系High, 我在北京等你High, 将夜2High, 三生三世枕上书High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行High, 蓬莱间High, 新世界High, 唐人街探案High, 梦回High, 惹不起的殿下大人High, 热血少年High, 奇遇人生第二季High, 摩登情爱第一季ModernLoveSeason1High, 全职高手High, 我的真朋友High, 绅探High, 听雪楼High",0.8467803948114513
16216,77035191,"锦绣南歌High, 重启之极海听雷High, 爱我就别想太多High, 奈何BOSS又如何High, 嘉人本色High, 无心法师3High, 完美关系High, 我在北京等你High, 将夜2High, 谁都渴望遇见你High, 欢乐喜剧人第六季High, 绝代双骄High, 三生三世枕上书High, 还没爱够High, 热血同行High, 蓬莱间High, 新世界High, 唐人街探案High, 梦回High, 第二次也很美High, 热血少年High, 奇遇人生第二季High, 送我上青云High, 全职高手High, 绅探High, 我的真朋友High, 听雪楼High",0.8467803948114513
16217,76672782,"锦绣南歌High, 重启之极海听雷High, 爱我就别想太多Medium, 奈何BOSS又如何High, 嘉人本色High, 无心法师3High, 完美关系High, 我在北京等你High, 将夜2High, 三生三世枕上书High, 谁都渴望遇见你High, 欢乐喜剧人第六季High, 绝代双骄High, 还没爱够High, 热血同行High, 蓬莱间High, 新世界High, 唐人街探案High, 梦回High, 鳄鱼与牙签鸟High, 演员请就位第一季High, 鹤唳华亭High, 第二次也很美High, 恋恋江湖High, 明月照我心High, 全职高手High, 绅探High, 听雪楼High",0.9092412093166348
16218,76672784,"锦绣南歌High, 重启之极海听雷High, 爱我就别想太多High, 奈何BOSS又如何High, 嘉人本色High, 无心法师3High, 完美关系High, 我在北京等你High, 将夜2High, 三生三世枕上书High, 谁都渴望遇见你High, 欢乐喜剧人第六季High, 绝代双骄High, 还没爱够High, 热血同行High, 蓬莱间High, 新世界High, 唐人街探案High, 梦回High, 鳄鱼与牙签鸟High, 演员请就位第一季High, 鹤唳华亭High, 第二次也很美High, 送我上青云High, 全职高手High, 绅探High, 听雪楼High",0.9092412093166348
16221,77042212,"重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 无心法师3High, 完美关系High, 我在北京等你High, 将夜2High, 三生三世枕上书High, 谁都渴望遇见你High, 欢乐喜剧人第六季High, 绝代双骄High, 还没爱够High, 热血同行High, 蓬莱间High, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鳄鱼与牙签鸟High, 鹤唳华亭High, 我的机器人男友High, 第二次也很美High, 热血少年High, 奇遇人生第二季High, 诛仙1诛仙ⅠHigh, 在远方High, 哪吒之魔童降世High, 全职高手High, 中国新说唱第二季High, 听雪楼High",0.8999999999999998
16222,77042214,"重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 无心法师3High, 完美关系High, 我在北京等你High, 将夜2High, 三生三世枕上书High, 谁都渴望遇见你High, 欢乐喜剧人第六季High, 绝代双骄High, 还没爱够High, 热血同行High, 蓬莱间High, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鳄鱼与牙签鸟High, 鹤唳华亭High, 我的机器人男友High, 第二次也很美High, 热血少年High, 奇遇人生第二季High, 初恋那件小事High, 在远方High, 一出好戏High, 送我上青云High, 全职高手High, 听雪楼High",0.8999999999999998
16223,76736255,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行Medium, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 我的机器人男友High, 热血少年High, 奇遇人生第二季High, 罗小黑战记High, 使徒行者2谍影行动High, 全职高手High, 鼠胆英雄High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",0.9374999999999999
16224,76830145,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你Medium, 绝代双骄High, 还没爱够High, 热血同行Medium, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 我的机器人男友High, 热血少年High, 奇遇人生第二季High, 罗小黑战记High, 使徒行者2谍影行动High, 全职高手High, 鼠胆英雄High, 绅探High, 听雪楼High",0.9525009525014286
16225,76649758,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你Medium, 绝代双骄High, 还没爱够High, 热血同行Medium, 新世界High, 唐人街探案High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 我们的歌High, 使徒行者2谍影行动High, 全职高手High, 鼠胆英雄High, 绅探High, 听雪楼High",0.9525009525014286
16226,76654838,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行Medium, 新世界High, 唐人街探案High, 梦回Medium, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 我的机器人男友High, 热血少年High, 奇遇人生第二季High, 全职高手High, 使徒行者2谍影行动High, 鼠胆英雄High, 绅探High, 听雪楼High",0.918156170097534
16227,76830152,"锦绣南歌High, 重启之极海听雷High, 致我们甜甜的小美满High, 无心法师3High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你Medium, 绝代双骄High, 还没爱够High, 热血同行Medium, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 我的机器人男友High, 热血少年High, 奇遇人生第二季High, 使徒行者2谍影行动High, 全职高手High, 鼠胆英雄High, 绅探High, 听雪楼High",0.9354143466934851
16228,76656453,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你Medium, 绝代双骄High, 还没爱够High, 热血同行Medium, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 在远方High, 全职高手High, 使徒行者2谍影行动High, 鼠胆英雄High, 绅探High, 听雪楼High",0.9525009525014286
16229,76651571,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行Medium, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 我的机器人男友High, 热血少年High, 奇遇人生第二季High, 全职高手High, 使徒行者2谍影行动High, 鼠胆英雄High, 绅探High, 听雪楼High",0.9837387536759293
16230,76652254,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行Medium, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 我的机器人男友High, 热血少年High, 奇遇人生第二季High, 全职高手High, 使徒行者2谍影行动High, 鼠胆英雄High, 绅探High, 听雪楼High",0.9999999999999998
16231,76654843,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行Medium, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 我的机器人男友High, 热血少年High, 奇遇人生第二季High, 使徒行者2谍影行动High, 全职高手High, 鼠胆英雄High, 绅探High, 听雪楼High",0.9999999999999998
16232,76635191,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何Medium, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行Medium, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 鳄鱼与牙签鸟High, 演员请就位第一季High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 使徒行者2谍影行动High, 全职高手High, 鼠胆英雄High, 中国新说唱第二季High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",1.0000000000000002
16233,76635188,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何Medium, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行Medium, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 鳄鱼与牙签鸟High, 演员请就位第一季High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 使徒行者2谍影行动High, 全职高手High, 鼠胆英雄High, 中国新说唱第二季High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",1.0000000000000002
16234,76634027,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色Medium, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 还没爱够High, 热血同行Medium, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 使徒行者2谍影行动High, 全职高手High, 鼠胆英雄High, 中国新说唱第二季High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",0.9687499999999999
16235,76634028,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 还没爱够High, 热血同行Medium, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 全职高手High, 使徒行者2谍影行动High, 鼠胆英雄High, 中国新说唱第二季High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",0.9687499999999999
16236,76635183,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回Medium, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 全职高手High, 使徒行者2谍影行动High, 鼠胆英雄High, 中国新说唱第二季High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",0.9847319278346618
16237,76635697,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回Medium, 大明风华High, 鹤唳华亭High, 鳄鱼与牙签鸟High, 演员请就位第一季High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 全职高手High, 使徒行者2谍影行动High, 鼠胆英雄High, 中国新说唱第二季High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",1.0000000000000002
16238,76635698,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回Medium, 大明风华High, 鹤唳华亭High, 鳄鱼与牙签鸟High, 演员请就位第一季High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 使徒行者2谍影行动High, 全职高手High, 鼠胆英雄High, 中国新说唱第二季High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",1.0000000000000002
16239,76634030,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 使徒行者2谍影行动High, 全职高手High, 鼠胆英雄High, 中国新说唱第二季High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",0.9999999999999999
16240,76635185,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 使徒行者2谍影行动High, 全职高手High, 鼠胆英雄High, 中国新说唱第二季High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",0.9999999999999999
16241,76634680,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 全职高手High, 使徒行者2谍影行动High, 鼠胆英雄High, 中国新说唱第二季High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",0.9999999999999999
16242,76635181,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 全职高手High, 使徒行者2谍影行动High, 鼠胆英雄High, 中国新说唱第二季High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",0.9999999999999999
16243,77582308,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何Medium, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 全职高手High, 使徒行者2谍影行动High, 鼠胆英雄High, 中国新说唱第二季High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",0.96969696969697
16244,76635728,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 使徒行者2谍影行动High, 全职高手High, 鼠胆英雄High, 中国新说唱第二季High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",1.0000000000000002
16245,76635712,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 使徒行者2谍影行动High, 全职高手High, 鼠胆英雄High, 中国新说唱第二季High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",1.0000000000000002
16246,76635187,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 鳄鱼与牙签鸟High, 演员请就位第一季High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 全职高手High, 使徒行者2谍影行动High, 鼠胆英雄High, 中国新说唱第二季High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",1.0000000000000002
16247,76635718,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 全职高手High, 使徒行者2谍影行动High, 鼠胆英雄High, 中国新说唱第二季High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",1.0000000000000002
16248,76635190,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 全职高手High, 使徒行者2谍影行动High, 鼠胆英雄High, 中国新说唱第二季High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",1.0000000000000002
16249,76634023,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你Medium, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回Medium, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 全职高手High, 使徒行者2谍影行动High, 鼠胆英雄High, 中国新说唱第二季High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",0.9687499999999999
16250,76635180,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你Medium, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 使徒行者2谍影行动High, 全职高手High, 鼠胆英雄High, 中国新说唱第二季High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",0.9687499999999999
16251,76635725,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你Medium, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 全职高手High, 使徒行者2谍影行动High, 鼠胆英雄High, 中国新说唱第二季High, 绅探High, 听雪楼High, 知否知否应是绿肥红瘦High",0.9682458365518541
16252,76832281,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 鬓边不是海棠红High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回Medium, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 热血少年High, 奇遇人生第二季High, 全职高手High, 中国新说唱第二季High, 追球High, 绅探High, 听雪楼High",0.8146130799625567
16253,76830150,"锦绣南歌High, 重启之极海听雷High, 致我们甜甜的小美满High, 无心法师3High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 我的机器人男友High, 热血少年High, 奇遇人生第二季High, 全职高手High, 使徒行者2谍影行动High, 鼠胆英雄High, 绅探High, 听雪楼High",0.9660917830792959
16254,76654840,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色Medium, 致我们甜甜的小美满High, 无心法师3High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 我的机器人男友High, 热血少年High, 奇遇人生第二季High, 使徒行者2谍影行动High, 全职高手High, 鼠胆英雄High, 绅探High, 听雪楼High",0.9837387536759293
16255,76656439,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色Medium, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 全职高手High, 使徒行者2谍影行动High, 鼠胆英雄High, 绅探High, 听雪楼High",0.9837387536759293
16256,76830146,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 我的机器人男友High, 热血少年High, 奇遇人生第二季High, 西虹市首富High, 全职高手High, 使徒行者2谍影行动High, 鼠胆英雄High, 绅探High, 听雪楼High",0.9677419354838711
16257,76656438,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 热血少年High, 我的机器人男友High, 奇遇人生第二季High, 使徒行者2谍影行动High, 全职高手High, 鼠胆英雄High, 绅探High, 听雪楼High",1.0000000000000002
16258,76649760,"锦绣南歌High, 重启之极海听雷High, 奈何BOSS又如何High, 嘉人本色High, 致我们甜甜的小美满High, 无心法师3High, 奈何boss要娶我2High, 三生三世枕上书High, 我在北京等你High, 完美关系High, 将夜2High, 谁都渴望遇见你High, 绝代双骄High, 还没爱够High, 热血同行High, 新世界High, 唐人街探案High, 梦回High, 大明风华High, 鹤唳华亭High, 演员请就位第一季High, 鳄鱼与牙签鸟High, 第二次也很美High, 我的机器人男友High, 热血少年High, 奇遇人生第二季High, 全职高手High, 使徒行者2谍影行动High, 鼠胆英雄High, 绅探High, 听雪楼High",1.0000000000000002
